app_id,app_name,category,rating,reviews,installs,price,review_length,word_count
app_28,TikTok,Entertainment,2.1,Fast and smooth experience!,5101737,0.0,4,4
app_29,Zoom,Communication,2.9,Pretty good but needs improvement in UI.,7795557,0.0,7,7
app_30,WhatsApp,Social,1.9,Good but customer support is unresponsive.,7370795,4.63,6,6
app_31,Twitter,Communication,4.8,"Not worth the money, very slow.",571491,0.0,6,6
app_32,Netflix,Music,2.9,Pretty good but needs improvement in UI.,1970657,0.0,7,7
app_33,Spotify,Social,3.3,Pretty good but needs improvement in UI.,2248892,0.0,7,7
app_34,Twitter,Productivity,4.0,Fast and smooth experience!,6406666,0.0,4,4
app_35,Gmail,Entertainment,3.5,"Terrible experience, too many bugs and crashes.",3810293,7.22,7,7
app_36,Facebook,Music,4.6,Fast and smooth experience!,4231683,0.0,4,4
app_37,Zoom,Social,1.7,Best app I have ever used!,3617117,0.0,6,6
app_38,Gmail,Entertainment,4.3,Pretty good but needs improvement in UI.,8676679,0.0,7,7
app_39,Netflix,Entertainment,3.4,"Decent, but needs more features.",9621095,0.0,5,5
app_40,Instagram,Entertainment,2.5,Good but customer support is unresponsive.,4956274,0.0,6,6
app_41,Snapchat,Productivity,1.7,Best app I have ever used!,3598802,0.0,6,6
app_42,Snapchat,Communication,1.7,"Decent, but needs more features.",2223393,0.0,5,5
app_43,TikTok,Music,1.1,"Lots of ads, makes it hard to use.",1627975,0.0,8,8
app_44,Facebook,Social,1.4,Good but customer support is unresponsive.,9529150,0.0,6,6
app_45,TikTok,Social,2.1,"Decent, but needs more features.",7139570,0.0,5,5
app_46,WhatsApp,Productivity,1.7,Good but customer support is unresponsive.,5639190,5.27,6,6
app_47,Netflix,Entertainment,4.3,"Not worth the money, very slow.",3239965,6.96,6,6
app_48,Twitter,Productivity,2.7,Amazing! Highly recommended.,1117410,0.0,3,3
app_49,WhatsApp,Entertainment,2.6,Amazing! Highly recommended.,2874537,0.0,3,3
app_50,Facebook,Communication,4.0,"Lots of ads, makes it hard to use.",3400148,0.0,8,8
app_51,Gmail,Productivity,1.5,"Terrible experience, too many bugs and crashes.",9153226,0.0,7,7
app_52,Spotify,Communication,1.9,Pretty good but needs improvement in UI.,7116099,0.0,7,7
app_53,Netflix,Productivity,1.7,Pretty good but needs improvement in UI.,1684970,0.0,7,7
app_54,Instagram,Productivity,4.2,Great app! Love the features and easy to use.,5568596,0.0,9,9
app_55,Gmail,Music,2.7,Fast and smooth experience!,7536304,0.0,4,4
app_56,Instagram,Music,4.5,Fast and smooth experience!,1481094,0.0,4,4
app_57,TikTok,Social,2.8,Pretty good but needs improvement in UI.,8706567,0.0,7,7
app_58,Instagram,Entertainment,4.7,Amazing! Highly recommended.,2877651,0.0,3,3
app_59,Spotify,Entertainment,3.4,"Decent, but needs more features.",8469669,0.0,5,5
app_60,Spotify,Communication,1.9,Best app I have ever used!,7161052,0.0,6,6
app_61,Snapchat,Entertainment,3.3,Good but customer support is unresponsive.,3183965,0.0,6,6
app_62,Twitter,Entertainment,4.7,Best app I have ever used!,6395765,0.0,6,6
app_63,Zoom,Entertainment,4.0,"Not worth the money, very slow.",3092461,0.0,6,6
app_64,Gmail,Social,2.9,"Lots of ads, makes it hard to use.",357198,0.0,8,8
app_65,Netflix,Productivity,3.0,"Terrible experience, too many bugs and crashes.",8199461,0.0,7,7
app_66,Twitter,Productivity,4.8,Best app I have ever used!,7951953,0.0,6,6
app_67,WhatsApp,Communication,4.0,Best app I have ever used!,5572667,0.0,6,6
app_68,TikTok,Music,3.2,"Lots of ads, makes it hard to use.",8904679,0.0,8,8
app_69,Facebook,Communication,3.1,Fast and smooth experience!,5162185,0.0,4,4
app_70,Spotify,Communication,2.1,Pretty good but needs improvement in UI.,4945783,0.0,7,7
app_71,Instagram,Social,2.9,"Terrible experience, too many bugs and crashes.",1219304,9.1,7,7
app_72,Facebook,Social,3.0,Pretty good but needs improvement in UI.,8753746,0.0,7,7
app_73,Twitter,Productivity,2.8,"Terrible experience, too many bugs and crashes.",669188,0.0,7,7
app_74,Spotify,Music,1.3,"Decent, but needs more features.",9290230,0.33,5,5
app_75,Snapchat,Music,2.0,Good but customer support is unresponsive.,398055,3.02,6,6
app_76,Snapchat,Music,1.2,Pretty good but needs improvement in UI.,4622652,0.0,7,7
app_77,Gmail,Entertainment,3.6,Good but customer support is unresponsive.,8911899,0.0,6,6
app_78,Zoom,Entertainment,4.6,Pretty good but needs improvement in UI.,2176958,6.71,7,7
app_79,WhatsApp,Entertainment,4.7,"Decent, but needs more features.",6703450,5.67,5,5
app_80,Zoom,Entertainment,4.0,"Not worth the money, very slow.",9351957,0.0,6,6
app_81,Zoom,Productivity,4.1,Fast and smooth experience!,7857611,6.17,4,4
app_82,Snapchat,Music,3.9,"Not worth the money, very slow.",745225,0.0,6,6
app_83,Instagram,Productivity,2.8,"Not worth the money, very slow.",7499845,5.82,6,6
app_84,Netflix,Social,3.3,"Lots of ads, makes it hard to use.",3794550,0.0,8,8
app_85,Gmail,Entertainment,3.8,"Terrible experience, too many bugs and crashes.",6362814,0.0,7,7
app_86,WhatsApp,Music,1.3,"Not worth the money, very slow.",9473434,0.0,6,6
app_87,Twitter,Productivity,4.5,"Terrible experience, too many bugs and crashes.",7306067,0.0,7,7
app_88,TikTok,Music,4.6,Fast and smooth experience!,183521,4.62,4,4
app_89,TikTok,Music,2.7,"Decent, but needs more features.",2929439,0.0,5,5
app_90,TikTok,Music,2.4,Best app I have ever used!,4603632,0.0,6,6
app_91,Netflix,Music,2.5,Amazing! Highly recommended.,9769771,0.0,3,3
app_92,WhatsApp,Music,4.0,"Not worth the money, very slow.",9005200,3.76,6,6
app_93,Snapchat,Communication,4.9,Amazing! Highly recommended.,5904664,0.0,3,3
app_94,Gmail,Productivity,3.8,"Lots of ads, makes it hard to use.",4885482,8.2,8,8
app_95,Facebook,Entertainment,3.9,Great app! Love the features and easy to use.,9705501,0.0,9,9
app_96,Zoom,Productivity,1.9,"Terrible experience, too many bugs and crashes.",1543206,0.0,7,7
app_97,WhatsApp,Music,1.9,Best app I have ever used!,6110402,7.42,6,6
app_98,Spotify,Productivity,2.6,"Lots of ads, makes it hard to use.",3345184,0.0,8,8
app_99,Netflix,Social,2.0,Good but customer support is unresponsive.,2555440,0.0,6,6
app_100,TikTok,Music,4.8,"Not worth the money, very slow.",2051528,0.0,6,6
app_101,Gmail,Music,4.9,Good but customer support is unresponsive.,8815889,0.0,6,6
app_102,Twitter,Communication,2.3,"Terrible experience, too many bugs and crashes.",1512795,0.0,7,7
app_103,WhatsApp,Music,3.9,Pretty good but needs improvement in UI.,3443881,0.0,7,7
app_104,Netflix,Productivity,3.9,"Decent, but needs more features.",6605656,3.28,5,5
app_105,Twitter,Entertainment,3.8,Best app I have ever used!,8314810,0.0,6,6
app_106,Instagram,Music,4.5,"Lots of ads, makes it hard to use.",2064676,0.0,8,8
app_107,Twitter,Social,3.2,"Terrible experience, too many bugs and crashes.",101699,3.87,7,7
app_108,WhatsApp,Productivity,2.1,"Decent, but needs more features.",6632852,0.0,5,5
app_109,WhatsApp,Music,1.4,Best app I have ever used!,6548122,1.34,6,6
app_110,WhatsApp,Entertainment,4.5,Good but customer support is unresponsive.,3323742,6.64,6,6
app_111,TikTok,Entertainment,2.7,"Decent, but needs more features.",8113549,0.0,5,5
app_112,Facebook,Social,1.9,Fast and smooth experience!,1441778,0.0,4,4
app_113,Netflix,Communication,4.4,Fast and smooth experience!,3925854,0.0,4,4
app_114,Snapchat,Communication,4.3,"Decent, but needs more features.",6557047,0.0,5,5
app_115,Gmail,Productivity,1.2,Great app! Love the features and easy to use.,3867901,0.0,9,9
app_116,Facebook,Social,3.0,"Decent, but needs more features.",9048025,0.0,5,5
app_117,Twitter,Communication,3.5,Pretty good but needs improvement in UI.,311526,0.0,7,7
app_118,Twitter,Productivity,4.2,Great app! Love the features and easy to use.,7525672,0.0,9,9
app_119,Facebook,Social,4.1,"Terrible experience, too many bugs and crashes.",5006390,1.18,7,7
app_120,TikTok,Music,4.1,Good but customer support is unresponsive.,5722977,0.0,6,6
app_121,Netflix,Social,2.6,"Decent, but needs more features.",796874,0.0,5,5
app_122,WhatsApp,Entertainment,3.2,Fast and smooth experience!,8759275,6.69,4,4
app_123,Netflix,Social,3.0,Fast and smooth experience!,435573,0.0,4,4
app_124,Spotify,Social,2.3,"Decent, but needs more features.",5540864,0.0,5,5
app_125,TikTok,Entertainment,2.0,Great app! Love the features and easy to use.,5505816,0.0,9,9
app_126,Twitter,Music,2.9,"Terrible experience, too many bugs and crashes.",7837340,0.0,7,7
app_127,Facebook,Music,4.7,Pretty good but needs improvement in UI.,8300065,0.52,7,7
app_128,Instagram,Music,3.7,Great app! Love the features and easy to use.,4196499,0.0,9,9
app_129,Snapchat,Entertainment,2.9,Best app I have ever used!,1487243,0.0,6,6
app_130,TikTok,Social,2.4,Good but customer support is unresponsive.,5561168,0.0,6,6
app_131,Snapchat,Music,4.5,Fast and smooth experience!,3699536,0.0,4,4
app_132,Facebook,Productivity,4.1,"Lots of ads, makes it hard to use.",6837596,4.0,8,8
app_133,Twitter,Entertainment,4.4,"Terrible experience, too many bugs and crashes.",3837939,0.0,7,7
app_134,WhatsApp,Communication,1.5,"Terrible experience, too many bugs and crashes.",6272224,0.0,7,7
app_135,Gmail,Productivity,1.9,Good but customer support is unresponsive.,418847,0.0,6,6
app_136,Facebook,Communication,4.7,Best app I have ever used!,2257044,1.17,6,6
app_137,TikTok,Social,2.4,"Lots of ads, makes it hard to use.",1322805,0.0,8,8
app_138,Instagram,Social,2.7,"Lots of ads, makes it hard to use.",2782477,0.0,8,8
app_139,Facebook,Productivity,4.7,"Not worth the money, very slow.",2173594,0.0,6,6
app_140,Spotify,Music,3.7,"Not worth the money, very slow.",5803581,0.0,6,6
app_141,Twitter,Music,4.4,Fast and smooth experience!,4777623,0.0,4,4
app_142,Gmail,Social,4.0,"Decent, but needs more features.",3992350,0.0,5,5
app_143,Spotify,Entertainment,1.8,Pretty good but needs improvement in UI.,2974628,0.0,7,7
app_144,Instagram,Productivity,2.8,Amazing! Highly recommended.,4130392,0.0,3,3
app_145,Gmail,Social,1.9,Fast and smooth experience!,4488633,0.0,4,4
app_146,Zoom,Music,1.1,"Terrible experience, too many bugs and crashes.",4345216,3.6,7,7
app_147,Snapchat,Productivity,4.8,Great app! Love the features and easy to use.,4365440,0.0,9,9
app_148,Twitter,Productivity,2.8,Fast and smooth experience!,9811080,0.0,4,4
app_149,Twitter,Social,2.2,"Not worth the money, very slow.",1812958,0.0,6,6
app_150,Netflix,Communication,1.4,Amazing! Highly recommended.,3466250,0.0,3,3
app_151,Twitter,Entertainment,1.6,"Lots of ads, makes it hard to use.",1866453,0.0,8,8
app_152,Snapchat,Entertainment,3.2,"Decent, but needs more features.",2690790,0.0,5,5
app_153,Facebook,Music,1.3,Great app! Love the features and easy to use.,8062778,0.0,9,9
app_154,Facebook,Communication,4.9,Good but customer support is unresponsive.,4808237,0.0,6,6
app_155,Netflix,Productivity,4.4,Good but customer support is unresponsive.,6317204,0.0,6,6
app_156,Snapchat,Productivity,2.6,Best app I have ever used!,3115743,0.0,6,6
app_157,Twitter,Productivity,1.8,Pretty good but needs improvement in UI.,6807492,0.0,7,7
app_158,Twitter,Communication,4.8,Pretty good but needs improvement in UI.,2143766,8.85,7,7
app_159,Twitter,Music,1.7,"Decent, but needs more features.",3613888,0.0,5,5
app_160,Instagram,Entertainment,4.4,"Not worth the money, very slow.",3034681,0.0,6,6
app_161,Instagram,Social,4.2,"Terrible experience, too many bugs and crashes.",6747304,0.0,7,7
app_162,Gmail,Music,2.3,Fast and smooth experience!,5142693,0.0,4,4
app_163,WhatsApp,Music,1.2,Good but customer support is unresponsive.,7781077,0.0,6,6
app_164,Spotify,Communication,2.2,"Lots of ads, makes it hard to use.",4724576,0.0,8,8
app_165,Gmail,Productivity,4.9,Good but customer support is unresponsive.,9397970,4.62,6,6
app_166,Gmail,Entertainment,2.4,Amazing! Highly recommended.,1633227,0.0,3,3
app_167,Gmail,Social,1.4,"Lots of ads, makes it hard to use.",4956723,0.0,8,8
app_168,TikTok,Entertainment,4.0,Best app I have ever used!,4944606,0.0,6,6
app_169,WhatsApp,Communication,3.0,Amazing! Highly recommended.,8845084,0.0,3,3
app_170,Netflix,Productivity,3.1,Fast and smooth experience!,6275497,0.0,4,4
app_171,WhatsApp,Entertainment,3.9,Amazing! Highly recommended.,9943362,0.0,3,3
app_172,Gmail,Music,4.4,"Decent, but needs more features.",7776954,0.0,5,5
app_173,Gmail,Entertainment,2.6,"Not worth the money, very slow.",4251902,0.0,6,6
app_174,Netflix,Communication,4.6,"Not worth the money, very slow.",4719868,0.0,6,6
app_175,Zoom,Productivity,2.4,Fast and smooth experience!,8164876,0.0,4,4
app_176,Snapchat,Music,4.0,Best app I have ever used!,9475181,0.67,6,6
app_177,Facebook,Communication,4.1,"Not worth the money, very slow.",8252702,0.0,6,6
app_178,Netflix,Social,1.6,Good but customer support is unresponsive.,2587005,0.0,6,6
app_179,WhatsApp,Music,1.7,Good but customer support is unresponsive.,3865451,0.0,6,6
app_180,Zoom,Entertainment,1.3,Fast and smooth experience!,3141402,0.0,4,4
app_181,Gmail,Productivity,4.8,Great app! Love the features and easy to use.,946378,0.0,9,9
app_182,Zoom,Music,1.0,Amazing! Highly recommended.,4100836,2.52,3,3
app_183,Gmail,Social,1.6,Fast and smooth experience!,7645084,0.0,4,4
app_184,WhatsApp,Social,1.1,"Terrible experience, too many bugs and crashes.",7410690,0.0,7,7
app_185,TikTok,Communication,2.5,Pretty good but needs improvement in UI.,4294962,0.0,7,7
app_186,Gmail,Productivity,1.7,"Decent, but needs more features.",5086667,0.0,5,5
app_187,Snapchat,Music,3.9,Great app! Love the features and easy to use.,9795336,0.0,9,9
app_188,Facebook,Entertainment,1.1,Amazing! Highly recommended.,9992263,0.0,3,3
app_189,Zoom,Music,2.6,Fast and smooth experience!,3531028,0.0,4,4
app_190,WhatsApp,Music,4.1,"Terrible experience, too many bugs and crashes.",5215442,0.0,7,7
app_191,Instagram,Communication,2.4,"Terrible experience, too many bugs and crashes.",8780700,2.68,7,7
app_192,Netflix,Productivity,3.0,"Terrible experience, too many bugs and crashes.",7954293,0.0,7,7
app_193,Zoom,Music,2.5,Fast and smooth experience!,3873890,0.0,4,4
app_194,WhatsApp,Social,4.6,Fast and smooth experience!,2121852,0.0,4,4
app_195,Snapchat,Social,2.8,Fast and smooth experience!,136581,0.0,4,4
app_196,Facebook,Productivity,3.1,Fast and smooth experience!,1347837,0.0,4,4
app_197,Twitter,Productivity,2.8,Amazing! Highly recommended.,4410020,0.0,3,3
app_198,Snapchat,Social,3.3,Best app I have ever used!,6726415,0.0,6,6
app_199,Snapchat,Communication,3.8,Amazing! Highly recommended.,6273616,0.0,3,3
app_200,Spotify,Social,1.9,"Not worth the money, very slow.",6937853,0.0,6,6
app_201,Netflix,Communication,3.7,Amazing! Highly recommended.,1693876,0.0,3,3
app_202,Snapchat,Communication,1.4,"Not worth the money, very slow.",8402589,0.0,6,6
app_203,TikTok,Music,1.5,Best app I have ever used!,9709905,0.0,6,6
app_204,Spotify,Communication,4.4,Pretty good but needs improvement in UI.,4889026,0.0,7,7
app_205,TikTok,Communication,2.0,"Lots of ads, makes it hard to use.",7735329,9.78,8,8
app_206,TikTok,Social,2.7,Pretty good but needs improvement in UI.,4714103,8.87,7,7
app_207,WhatsApp,Communication,1.6,Amazing! Highly recommended.,2994768,0.0,3,3
app_208,TikTok,Entertainment,1.0,Great app! Love the features and easy to use.,6664408,0.0,9,9
app_209,Netflix,Entertainment,3.0,"Terrible experience, too many bugs and crashes.",1785940,0.0,7,7
app_210,Netflix,Communication,1.7,Fast and smooth experience!,822828,0.0,4,4
app_211,Twitter,Communication,3.6,Best app I have ever used!,3079947,0.0,6,6
app_212,WhatsApp,Communication,1.8,Fast and smooth experience!,1060448,0.0,4,4
app_213,Snapchat,Productivity,3.0,"Decent, but needs more features.",5620588,0.0,5,5
app_214,Twitter,Social,2.1,"Decent, but needs more features.",2454263,0.0,5,5
app_215,Facebook,Music,1.7,Great app! Love the features and easy to use.,9098933,1.7,9,9
app_216,TikTok,Music,2.6,"Terrible experience, too many bugs and crashes.",502789,6.61,7,7
app_217,Spotify,Communication,3.5,Fast and smooth experience!,2862485,8.44,4,4
app_218,Netflix,Social,2.7,Pretty good but needs improvement in UI.,4134601,0.0,7,7
app_219,Instagram,Social,2.1,Good but customer support is unresponsive.,1718906,0.0,6,6
app_220,WhatsApp,Social,2.9,"Not worth the money, very slow.",3942369,0.0,6,6
app_221,Snapchat,Social,5.0,"Lots of ads, makes it hard to use.",8559123,5.32,8,8
app_222,Instagram,Productivity,1.2,"Lots of ads, makes it hard to use.",3468650,0.0,8,8
app_223,Netflix,Productivity,4.5,Good but customer support is unresponsive.,2748715,0.0,6,6
app_224,Instagram,Communication,4.1,Best app I have ever used!,58802,0.0,6,6
app_225,Spotify,Communication,2.7,Fast and smooth experience!,8416506,0.0,4,4
app_226,Instagram,Music,1.4,Good but customer support is unresponsive.,1563745,0.0,6,6
app_227,Gmail,Entertainment,4.3,Great app! Love the features and easy to use.,9724108,0.0,9,9
app_228,Gmail,Social,1.8,Pretty good but needs improvement in UI.,5130049,0.0,7,7
app_229,TikTok,Productivity,3.7,Amazing! Highly recommended.,4091142,0.0,3,3
app_230,Instagram,Communication,2.4,"Not worth the money, very slow.",6094924,0.0,6,6
app_231,Twitter,Productivity,2.8,Best app I have ever used!,3396252,0.0,6,6
app_232,Zoom,Productivity,2.1,"Not worth the money, very slow.",7470371,3.78,6,6
app_233,Snapchat,Productivity,4.7,Amazing! Highly recommended.,2316879,0.0,3,3
app_234,Netflix,Music,3.4,"Decent, but needs more features.",2427277,7.06,5,5
app_235,WhatsApp,Communication,1.4,Best app I have ever used!,3450022,0.0,6,6
app_236,Netflix,Entertainment,4.6,"Decent, but needs more features.",240735,0.0,5,5
app_237,WhatsApp,Communication,4.5,Pretty good but needs improvement in UI.,1248583,0.0,7,7
app_238,Instagram,Social,2.1,"Lots of ads, makes it hard to use.",5531922,0.0,8,8
app_239,Spotify,Music,4.6,"Lots of ads, makes it hard to use.",1706927,0.0,8,8
app_240,WhatsApp,Music,1.8,Fast and smooth experience!,7805357,7.68,4,4
app_241,Facebook,Social,3.2,Pretty good but needs improvement in UI.,990066,0.0,7,7
app_242,Snapchat,Social,1.9,"Terrible experience, too many bugs and crashes.",8055752,0.0,7,7
app_243,Spotify,Music,3.7,"Not worth the money, very slow.",8884051,0.0,6,6
app_244,Zoom,Social,3.6,"Decent, but needs more features.",7214945,0.0,5,5
app_245,Facebook,Productivity,1.2,Good but customer support is unresponsive.,3771241,0.0,6,6
app_246,Snapchat,Music,3.0,Great app! Love the features and easy to use.,4703127,0.0,9,9
app_247,Zoom,Social,1.1,Pretty good but needs improvement in UI.,8699775,8.07,7,7
app_248,WhatsApp,Entertainment,1.1,Good but customer support is unresponsive.,3387442,5.24,6,6
app_249,Snapchat,Music,3.0,Good but customer support is unresponsive.,2761274,9.31,6,6
app_250,Netflix,Social,4.2,"Lots of ads, makes it hard to use.",4830107,1.19,8,8
app_251,TikTok,Productivity,1.1,Best app I have ever used!,9038466,3.62,6,6
app_252,Zoom,Social,2.8,"Decent, but needs more features.",3797473,2.81,5,5
app_253,TikTok,Productivity,1.1,Pretty good but needs improvement in UI.,5674143,2.59,7,7
app_254,Zoom,Communication,1.3,Best app I have ever used!,40099,0.0,6,6
app_255,WhatsApp,Social,1.2,Fast and smooth experience!,282647,9.14,4,4
app_256,Instagram,Social,3.1,Fast and smooth experience!,1264922,0.0,4,4
app_257,Zoom,Music,2.7,Good but customer support is unresponsive.,5486069,0.0,6,6
app_258,Netflix,Music,4.4,Great app! Love the features and easy to use.,5415626,0.0,9,9
app_259,WhatsApp,Productivity,1.7,Fast and smooth experience!,8734355,0.0,4,4
app_260,Facebook,Entertainment,1.7,"Terrible experience, too many bugs and crashes.",5509063,0.0,7,7
app_261,WhatsApp,Social,4.2,Amazing! Highly recommended.,2008599,0.0,3,3
app_262,Zoom,Music,3.0,Great app! Love the features and easy to use.,4102531,0.0,9,9
app_263,Spotify,Productivity,4.4,"Terrible experience, too many bugs and crashes.",8451159,9.48,7,7
app_264,Spotify,Social,2.9,Great app! Love the features and easy to use.,6611956,0.0,9,9
app_265,Facebook,Communication,2.2,"Not worth the money, very slow.",1422258,8.56,6,6
app_266,Netflix,Entertainment,1.7,Great app! Love the features and easy to use.,2525543,0.0,9,9
app_267,Netflix,Entertainment,3.9,Great app! Love the features and easy to use.,8916719,0.0,9,9
app_268,Spotify,Entertainment,2.2,Good but customer support is unresponsive.,6063751,0.0,6,6
app_269,Instagram,Social,3.6,Great app! Love the features and easy to use.,808219,0.0,9,9
app_270,Twitter,Communication,3.6,Great app! Love the features and easy to use.,7944060,0.0,9,9
app_271,Snapchat,Communication,2.1,"Decent, but needs more features.",457029,9.89,5,5
app_272,WhatsApp,Communication,4.9,"Terrible experience, too many bugs and crashes.",9729665,0.0,7,7
app_273,WhatsApp,Productivity,1.8,Amazing! Highly recommended.,629214,0.0,3,3
app_274,Spotify,Communication,3.6,"Decent, but needs more features.",780217,0.14,5,5
app_275,Netflix,Entertainment,4.6,Fast and smooth experience!,3845643,0.0,4,4
app_276,Snapchat,Social,3.7,Best app I have ever used!,4895305,0.0,6,6
app_277,Twitter,Productivity,4.7,"Not worth the money, very slow.",8619477,0.0,6,6
app_278,TikTok,Communication,4.1,Fast and smooth experience!,4232982,0.0,4,4
app_279,Netflix,Entertainment,2.5,"Decent, but needs more features.",5577377,0.0,5,5
app_280,Snapchat,Music,5.0,Amazing! Highly recommended.,6220768,0.0,3,3
app_281,Twitter,Social,3.3,Amazing! Highly recommended.,9403974,0.0,3,3
app_282,Facebook,Entertainment,4.5,"Terrible experience, too many bugs and crashes.",6336174,1.46,7,7
app_283,Gmail,Communication,4.8,Fast and smooth experience!,8417002,0.0,4,4
app_284,Instagram,Entertainment,2.0,Best app I have ever used!,8491311,0.0,6,6
app_285,Facebook,Productivity,3.0,"Terrible experience, too many bugs and crashes.",6591010,0.0,7,7
app_286,Snapchat,Communication,4.2,Great app! Love the features and easy to use.,4293093,0.0,9,9
app_287,TikTok,Music,3.4,Fast and smooth experience!,9043445,0.0,4,4
app_288,Netflix,Communication,3.9,Amazing! Highly recommended.,4035425,0.0,3,3
app_289,Zoom,Social,3.4,"Lots of ads, makes it hard to use.",6869257,0.0,8,8
app_290,TikTok,Music,3.6,Fast and smooth experience!,1682978,0.0,4,4
app_291,TikTok,Social,3.5,Good but customer support is unresponsive.,7466011,0.0,6,6
app_292,WhatsApp,Productivity,4.1,Fast and smooth experience!,496512,7.78,4,4
app_293,Netflix,Productivity,1.3,Great app! Love the features and easy to use.,7747359,0.0,9,9
app_294,Spotify,Music,4.4,Amazing! Highly recommended.,7863361,9.74,3,3
app_295,Facebook,Entertainment,2.1,"Not worth the money, very slow.",794743,0.0,6,6
app_296,Zoom,Productivity,4.7,Pretty good but needs improvement in UI.,408557,0.0,7,7
app_297,Facebook,Communication,2.0,Pretty good but needs improvement in UI.,9224685,0.0,7,7
app_298,Zoom,Music,3.6,Pretty good but needs improvement in UI.,3811424,0.0,7,7
app_299,Twitter,Social,1.4,"Terrible experience, too many bugs and crashes.",1102369,0.0,7,7
app_300,Spotify,Entertainment,1.6,"Lots of ads, makes it hard to use.",3179382,0.0,8,8
app_301,WhatsApp,Communication,2.4,Great app! Love the features and easy to use.,6856001,0.0,9,9
app_302,Spotify,Social,2.1,Amazing! Highly recommended.,5768206,0.0,3,3
app_303,Zoom,Music,3.0,Pretty good but needs improvement in UI.,2742025,0.0,7,7
app_304,Facebook,Productivity,4.7,"Lots of ads, makes it hard to use.",2234922,0.0,8,8
app_305,Instagram,Entertainment,2.4,Good but customer support is unresponsive.,7562317,0.0,6,6
app_306,Spotify,Entertainment,2.1,"Not worth the money, very slow.",6732805,0.0,6,6
app_307,WhatsApp,Music,2.6,"Lots of ads, makes it hard to use.",3409614,0.0,8,8
app_308,Zoom,Productivity,4.7,Great app! Love the features and easy to use.,1342273,7.47,9,9
app_309,Gmail,Productivity,4.0,"Not worth the money, very slow.",8761281,8.65,6,6
app_310,Snapchat,Social,2.7,Good but customer support is unresponsive.,2995767,8.21,6,6
app_311,Gmail,Social,2.0,Amazing! Highly recommended.,9315979,6.23,3,3
app_312,Snapchat,Communication,4.3,Pretty good but needs improvement in UI.,3603447,0.0,7,7
app_313,WhatsApp,Music,2.1,Fast and smooth experience!,1432085,0.0,4,4
app_314,WhatsApp,Music,4.2,Best app I have ever used!,8320355,0.0,6,6
app_315,TikTok,Entertainment,4.5,Fast and smooth experience!,3290961,0.0,4,4
app_316,Snapchat,Social,4.5,Best app I have ever used!,3280070,0.0,6,6
app_317,Facebook,Social,4.3,Great app! Love the features and easy to use.,4129743,5.56,9,9
app_318,Snapchat,Music,1.1,Great app! Love the features and easy to use.,7369406,0.0,9,9
app_319,Twitter,Communication,2.1,"Not worth the money, very slow.",147696,0.0,6,6
app_320,TikTok,Productivity,3.6,"Lots of ads, makes it hard to use.",7394980,0.0,8,8
